"c15,13,201,158,416,299"
"c26,21,73,328,421,538"
"c14,24,166,90,405,3708"
"c5,34,348,395,199,559"
"c16,35,54,118,116,2105"
"c25,48,276,165,559,1050"
"c4,53,41,186,9531,11506"
"c36,53,147,177,1475,1840"
"c24,63,87,458,719,2445"
"c35,64,57,68,1051,2007"
"c55,69,304,554,703,851"
"c46,70,173,95,934,1743"
"c64,74,124,254,4561,357"
"c6,83,278,659,1198,2319"
"c65,85,75,230,774,2193"
"c95,88,185,771,1645,1825"
"c56,100,112,556,300,983"
"c75,106,212,439,1395,697"
"c66,117,357,516,1436,1925"
"c38,124,1492,1275,4439,10255"
"c45,132,117,654,986,1291"
"c30,140,937,983,7673,9155"
"c85,141,160,515,1575,1736"
"c76,143,304,465,553,1355"
"c86,166,222,224,1695,766"
"c1,177,464,3575,8542,7388"
"c10,187,1581,2777,9629,7303"
"c96,182,403,374,741,418"
"c8,201,273,1449,1575,5125"
"c84,212,233,547,1214,10478"
"c42,220,2521,3454,3109,5289"
"c74,239,289,376,635,610"
"c23,257,1096,616,5774,9068"
"c44,279,776,1307,557,2778"
"c12,298,739,1386,9369,10574"
"c27,346,2524,2025,4005,12379"
"c34,351,757,145,2228,5288"
"c22,376,830,824,3393,6553"
"c11,389,1694,1782,8591,5805"
"c48,410,2122,1061,9752,1183"
"c19,430,2033,3914,8422,5389"
"c7,457,1903,932,4436,13244"
"c73,466,2666,2483,7111,4056"
"c43,479,1550,2360,9010,12833"
"c82,501,1425,2943,7262,11409"
"c49,527,1362,3030,7538,1476"
"c79,550,1787,2073,6889,6229"
"c92,568,2140,3690,7502,7913"
"c52,575,2632,3216,2059,8872"
"c37,607,854,2727,2784,3951"
"c41,632,710,1967,9944,7872"
"c18,641,2598,4201,7000,13031"
"c67,645,1947,3765,2029,13385"
"c58,668,1639,2840,2402,6729"
"c40,698,2223,2891,8779,9301"
"c13,708,1997,872,4675,810"
"c17,733,986,1162,2417,10855"
"c39,752,1126,1720,4171,11070"
"c31,763,1237,3017,3194,3718"
"c68,778,1689,1599,6522,4804"
"c81,779,2560,1611,8865,4783"
"c54,807,196,632,307,4564"
"c29,814,587,3463,5650,11784"
"c61,828,1133,2632,6407,5468"
"c59,841,1995,3551,9362,8163"
"c9,858,2416,3735,9173,9645"
"c93,872,2434,3241,2908,11949"
"c87,877,539,4168,3014,8402"
"c21,910,1915,1085,6740,11409"
"c70,922,2581,1852,8837,11128"
"c99,937,2305,2247,5517,7556"
"c69,951,586,4265,2356,9938"
"c20,983,695,3426,7434,4906"
"c72,998,669,4356,5842,993"
"c53,1032,2263,2562,3152,9828"
"c57,1036,1341,1647,9580,4382"
"c71,1045,1822,3977,6809,6901"
"c32,1077,2109,3076,1828,3457"
"c62,1087,354,3685,8118,8773"
"c50,1114,1710,2678,5341,7223"
"c33,1139,2075,2157,3724,9976"
"c80,1139,1305,2184,6072,4686"
"c94,1159,1751,412,850,684"
"c78,1172,882,3140,4071,12109"
"c91,1194,2289,3845,3767,10892"
"c77,1198,1648,1571,3838,2996"
"c83,1215,1850,2976,4867,5615"
"c47,1271,1085,1805,1349,4146"
"c88,1280,2376,2911,7758,2191"
"c51,1288,1209,3387,5058,12540"
"c98,1303,2317,3510,7811,3230"
"c97,1319,2588,2405,5922,5257"
"c89,1339,1544,2457,3576,1653"
"c28,1388,1400,696,1810,9494"
"c63,1412,2549,2323,6288,8166"
"c3,1439,312,3051,8119,8907"
"c100,1442,2519,922,2558,8347"
"c90,1485,2182,1707,3315,2280"
"c60,1497,1161,4268,5869,8581"
"c2,1522,433,4417,5588,12266"
